text,question,answer
في 3 سبتمبر 1041، هزم النورمان الذين كانوا اسميًا تحت القيادة اللومباردية لأردوين وأتينولف الكتبان البيزنطي الجديد إكزاغستوس بويوانيس واقتادوه أسيرًا إلى بينيفنتو، مما يدل على ما تبقى من هيمنة اللومبارد على تلك الأراضي. أيضًا خلال تلك الفترة، بدأ غايمار الرابع بتوظيف النورمان تحت لوائه عبر وعود مختلفة. في فبراير 1042، فاوض أتينولف - مدفوعًا بكونه معزولًا أو برشوة بيزنطية - على فدية إكزاغستوس ومن ثم فر بالفدية إلى الأراضي البيزنطية. حل محله أرغيروس الذي أحرز بعض الانتصارات السابقة ولكنه تلقى رشوة أيضًا لينضم لصف البيزنطيين.,من هو القائد النورماندي الذي اقتاد أتينولف أسيرًا إلى بينيفنتو؟,النورمان رتقارد
مثل العديد من أعضاء جناح حزب العمال اليساري في ثمانينيات القرن العشرين، أصبح أكثر اعتدالًا خلال قيادة نيل كينوك، الذي جعله المتحدث الرسمي باسم وزارة الخزانة في عام 1989، ما جعله أول شخص أسود ينضم إلى المقاعد الأمامية ناطقًا باسم الحزب. شمل منصبه الاقتصاد والاستراتيجيات الصناعية ومسؤولية الشركات. في عام 1992، أصبح وزيرًا للظل في وزارة السيد المستشار، وظل يشغل هذا المنصب حتى الانتخابات العامة عام 1997، وكان من أشد المدافعين عن زيادة الخدمات القانونية المجانية بين الشركات القانونية في المملكة المتحدة.,ما المنصب الذي تولاه نيل كينوك في عام 1989؟,المتحدث الرسمي باسم وزارة الخزانة.
لي رورييه هي بلدية فرنسية تقع في إقليم الألب البحرية من منطقة بروفنس ألب كوت دازور في جنوب شرق فرنسا. تبلغ مساحة هذه المدينة 7.1 (كم²)، وترتفع عن سطح البحر 320 م، يبلغ عدد سكانها 3796 نسمة حسب إحصاء المعهد الوطني للإحصاء والدراسات الاقتصادية سنة 2009 م. وترأس Gérald Lombardo البلدية خلال فترة (2008-2014).,من هو رئيس بلدية لي رورييه خلال فترة (2008-2014)؟,Gérald Lombardo
شان جونغ ميونغ هو ممثل كوري جنوبي ولد في 29 نوفمبر 1980،شارك في دور البطولة في مسلسل من القلب إلى القلب.,متى ولد شان جونغ ميونغ؟,في 29 نوفمبر 1980
"يتميز مدار هذا الكويكب بنصف محور رئيسي يبلغ 2.34 وحدة فلكية، وحضيض قدره 2.12 وحدة فلكية، وانحراف قدره 0.0932 وزاوية ميلان 6.08 درجة بالنسبة لمسار الشمس. بسبب هذه الخصائص، أي نصف المحور الرئيسي بين 2 و3.2 وحدة فلكية وحضيض أكبر من 1,666 وحدة فلكية، يُصنف هذا الجُرم الفلكي وفقًا لقاعدة بيانات مختبر الدفع النفاث لأجرام النظام الشمسي الصغيرة كائنًا من حزام الكويكبات الرئيسي.",كيف يصنف الكويكب؟,كائن من حزام الكويكبات الرئيسي
إيراسمو سولورزانو هو لاعب كرة قدم مكسيكي في مركز الوسط، ولد في 20 يوليو 1985 في في المكسيك. لعب مع نادي شيفاز يو إس أي.,ما المركز الذي يلعب فيه إيراسمو سولورزانو؟,مركز الوسط
مقاطعة تايلور هي إحدى مقاطعات ولاية كنتاكي في الولايات المتحدة. تأسست سنة 1848، بلغ عدد سكانها 24512 نسمة في عام 2010 حسب إحصاء مكتب تعداد الولايات المتحدة .,كم كان عدد سكان مقاطعة تايلور في عام 2010؟,24512 نسمة.
وحاليا لها ميناء للصيد البحري وميناء تجاري أسس في العهد التركي ثم جرى تدميره في الحرب العالمية الثانية من قبل القوات الإيطالية وبعد الاحتلال الإيطالي تم ترميمه من قبل القوات الغازية. كما أنشئت إيطاليا خط السكة الحديدية الليبي والذي امتد من زوارة إلى طرابلس بمسافة 110 كم. اكتشف فيها أخيرًا أكبر مقابر الأمازيغ في حدودها الغربية.,ماذا حدث للميناء التجاري في الحرب العالمية الثانية؟,تم تدميره من قبل القوات الإيطالية.
يتكون الخدّان عند الإنسان من اللحم ، يمتدّ الجلد من الذقن والفكين، ويشكل الجدار الجانبي للفم البشري، ويلامس بشكل واضح عظم الوجنة تحت العين. الجزء الداخلي من الخد مبطن بغشاء مخاطي (الغشاء المخاطي الشدق، جزء من الغشاء المخاطي للفم).,مما يتألف الجزء الداخلي للخد؟,غشاء مخاطي
الأغنية من كلمات والحان هاري تشالكيتيس وديميس روسوس، ومن إنتاج  ديميس روسوس وجان كلود ديسمارتي. هناك أيضًا نسخة باللغة الإسبانية بعنوان «سوف نرقص». وصلت الأغنية إلى المركز الرابع في هولندا، والمركز التاسع في بلجيكا.,من هو صاحب كلمات وألحان الأغنية؟,هاري تشالكيتيس وديميس روسوس
الأحزاب الليبرالية الحالية (والصهيوينة الليبرالية) هي الأمل الجديد، ويش أتيد (هناك أمل)، وهوزن (أزرق وأبيض). في المقابل، يستمد حزب التجمع الوطني الديمقراطي مبادئه من القيم الليبرالية الرامية إلى إزالة التمييز ضد المواطنين العرب وإعادة تعريف هوية إسرائيل باعتبارها دولة لجميع المواطنين بدلًا من كونها «دولة يهودية ديمقراطية»، ولكنه حزب علماني أكثر من كونه ليبرالي.,ما الاختلاف بين الأحزاب الليبرالية وحزب التجمع الوطني الديمقراطي؟,أسسهم السياسية
لعب مع لوس أنجلوس ليكرز في موسم 1953–54 ، ثم لعب مع بالتيمور باليتس في موسم 1954–55 ، ثم لعب مع ديترويت بيستونز في موسم 1954–1955.,متى بدأ اللاعب مسيرته مع لوس أنجلوس ليكرز؟,موسم 1953–54
إن انتشار الورم الصماوي المتعدد من النوع 2 ب ليس مثبتاً بشكل جيد، ولكنه مشتق من اعتبارات وبائية أخرى مثل 1 من 600 ألف إلى 1 من كل 4 مليون. تم تقدير معدل الإصابة السنوي بـ 4 لكل 100 مليون.,ما هو معدل انتشار الورم الصماوي المتعدد من النوع 2 ب؟,4 لكل 100 مليون.
"كان السنوسيون قبل عام 1906 منخرطين بالمقاومة ضد الفرنسيين، وكانوا «طائفة دينية مسالمة نسبيًا من الصحراء الكبرى، ومعارضة للتعصب». في الحرب الإيطالية – العثمانية (29 سبتمبر 1911 – 18 أكتوبر 1912) احتلت القوات الإيطالية مناطقًا على طول الساحل الليبي وقاوم السنوسيون من الداخل، محافظين على علاقات ودودة بشكل عام مع البريطانيين في مصر. في عام 1913، هُزم الإيطاليون في عملية إيتانغي لكن في عام 1914 أدت التعزيزات الإيطالية إلى النهوض مجددًا وبحلول شهر يناير كان السنوسيون في جنوب شرق برقة. امتلك السنوسيون نحو 10,000 رجل مسلح ببنادق حديثة، مع ذخيرة من مصنع يُنتج 1,000 طلقة باليوم. استمر القتال المتفرق بين الإيطاليين في البلدات المحصنة والسنوسيين المتجولين في الصحراء. أعلن البريطانيون الحرب على الإمبراطورية العثمانية في 5 نوفمبر وشجعت قيادة الإمبراطورية العثمانية السنوسيين بالهجوم على مصر من الغرب. أراد العثمانيون من السنوسيين تنفيذ عمليات ضد قوات المؤخرة لوحدة المدافعين عن قناة السويس؛ فشل العثمانيون في هجمات سابقة على القوات البريطانية من سيناء في الشرق وأرادوهم أن يتشتتوا بهجمات من الاتجاه الآخر.",لماذا شجعت قيادة الإمبراطورية العثمانية السنوسيين على الهجوم على مصر؟,لمساعدتهم في تشتيت قوات المؤخرة.
